37.241861, -115.796917, 3
37.24185267211102, -115.79691847493373, 3
37.24184515941383, -115.7969227553581, 3
37.24183919730359, -115.79692942227527, 3
37.241835369393176, -115.79693782308105, 3
37.24183405038514, -115.796947135446, 3
37.241835369393176, -115.79695644781093, 3
37.24183919730359, -115.79696484861671, 3
37.24184515941383, -115.79697151553388, 3
37.24185267211102, -115.79697579595825, 3
37.241861, -115.79697727089193, 3
37.241869327888986, -115.79697579595825, 3
37.24187684058617, -115.79697151553388, 3
37.24188280269641, -115.79696484861671, 3
37.241886630606826, -115.79695644781093, 3
37.24188794961486, -115.796947135446, 3
37.241886630606826, -115.79693782308105, 3
37.24188280269641, -115.79692942227527, 3
37.24187684058617, -115.7969227553581, 3
37.241869327888986, -115.79691847493373, 3
37.241861, -115.796917, 3
37.24185267211102, -115.79691847493373, 3
37.24184515941383, -115.7969227553581, 3
37.24183919730359, -115.79692942227527, 3
37.241835369393176, -115.79693782308105, 3
37.24183405038514, -115.796947135446, 3
37.241835369393176, -115.79695644781093, 3
37.24183919730359, -115.79696484861671, 3
37.24184515941383, -115.79697151553388, 3
37.24185267211102, -115.79697579595825, 3
37.241861, -115.79697727089193, 3
37.241869327888986, -115.79697579595825, 3
37.24187684058617, -115.79697151553388, 3
37.24188280269641, -115.79696484861671, 3
37.241886630606826, -115.79695644781093, 3
37.24188794961486, -115.796947135446, 3
37.241886630606826, -115.79693782308105, 3
37.24188280269641, -115.79692942227527, 3
37.24187684058617, -115.7969227553581, 3
37.241869327888986, -115.79691847493373, 3
37.241861, -115.796917, 3
37.24185267211102, -115.79691847493373, 3
37.24184515941383, -115.7969227553581, 3
37.24183919730359, -115.79692942227527, 3
37.241835369393176, -115.79693782308105, 3
37.24183405038514, -115.796947135446, 3
37.241835369393176, -115.79695644781093, 3
37.24183919730359, -115.79696484861671, 3
37.24184515941383, -115.79697151553388, 3
37.24185267211102, -115.79697579595825, 3
37.241861, -115.79697727089193, 3
37.241869327888986, -115.79697579595825, 3
37.24187684058617, -115.79697151553388, 3
37.24188280269641, -115.79696484861671, 3
37.241886630606826, -115.79695644781093, 3
37.24188794961486, -115.796947135446, 3
37.241886630606826, -115.79693782308105, 3
37.24188280269641, -115.79692942227527, 3
37.24187684058617, -115.7969227553581, 3
37.241869327888986, -115.79691847493373, 3
